level_id,mode,success,nodes,runtime,solution_len,calls_total,calls_uncached,deadlock_hits,comparable_states,hungarian_lt_gnn,hungarian_eq_gnn,gnn_lt_hungarian
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#713,optimal_mix,True,892,0.5136094093322754,24,1404,1404,404,1000,986,1,13
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#724,optimal_mix,True,16860,9.684688329696655,29,25457,25457,5568,19889,19882,2,5
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#709,optimal_mix,True,20344,16.230045080184937,20,48844,48844,17129,31715,31702,1,12
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#950,optimal_mix,True,1090,0.5749959945678711,18,2358,2356,972,1384,1379,2,3
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#951,optimal_mix,True,9396,5.416895866394043,23,17924,17913,6363,11550,11507,2,41
sokoban_core/levels/letslogic_solved/0205_microban_04.txt#21,optimal_mix,True,55,0.0739741325378418,6,193,193,22,171,168,2,1
sokoban_core/levels/letslogic_solved/0205_microban_04.txt#30,optimal_mix,True,844,0.4532809257507324,24,1658,1658,686,972,969,1,2
sokoban_core/levels/letslogic_solved/0210_revenge_13.txt#46,optimal_mix,True,184,0.08948111534118652,24,340,340,138,202,202,0,0
sokoban_core/levels/letslogic_solved/0171_serg_belyaev_05.txt#96,optimal_mix,False,227015,180.0013108253479,-1,429240,428519,104984,323535,318813,0,4722
sokoban_core/levels/letslogic_solved/0217_revenge_19.txt#24,optimal_mix,True,364,0.15087008476257324,25,510,510,127,383,377,1,5
sokoban_core/levels/letslogic_solved/0216_revenge_18.txt#1,optimal_mix,True,2017,1.2394328117370605,17,4288,4285,1599,2686,2681,2,3
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#682,optimal_mix,True,58639,35.125718116760254,29,76847,76739,3858,72881,69285,2,3594
sokoban_core/levels/letslogic_solved/0217_revenge_19.txt#35,optimal_mix,True,18566,10.43853211402893,33,36262,36241,13769,22472,22409,1,62
sokoban_core/levels/letslogic_solved/0218_symmetrixx.txt#9,optimal_mix,True,12122,8.129994869232178,20,24486,24486,7268,17218,17179,1,38
sokoban_core/levels/letslogic_solved/0222_revenge_23.txt#24,optimal_mix,True,4025,1.8119561672210693,42,6224,6220,2144,4076,2633,2,1441
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#621,optimal_mix,True,49847,68.00718593597412,14,198139,197909,62841,135068,134633,2,433
sokoban_core/levels/letslogic_solved/0222_revenge_23.txt#38,optimal_mix,True,11776,5.943280935287476,58,18226,18224,6275,11949,11825,0,124
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#729,optimal_mix,True,91635,48.7860689163208,43,131451,131423,36099,95324,94631,2,691
sokoban_core/levels/letslogic_solved/0217_revenge_19.txt#38,optimal_mix,True,80733,43.1554388999939,100,118384,118270,37398,80872,80786,1,85
sokoban_core/levels/letslogic_solved/0229_revenge_28.txt#0,optimal_mix,True,1377,0.6432628631591797,31,2286,2286,863,1423,1413,1,9
sokoban_core/levels/letslogic_solved/0230_alberto_garc_a_plus_2.txt#48,optimal_mix,True,862,0.6229779720306396,19,2112,2112,828,1284,1277,0,7
sokoban_core/levels/letslogic_solved/0230_alberto_garc_a_plus_2.txt#58,optimal_mix,True,51,0.038968801498413086,8,132,132,39,93,93,0,0
sokoban_core/levels/letslogic_solved/0230_alberto_garc_a_plus_2.txt#64,optimal_mix,True,75,0.06336712837219238,6,271,271,89,182,182,0,0
sokoban_core/levels/letslogic_solved/0230_alberto_garc_a_plus_2.txt#71,optimal_mix,True,30,0.028604745864868164,9,104,104,42,62,61,1,0
sokoban_core/levels/letslogic_solved/0230_alberto_garc_a_plus_2.txt#80,optimal_mix,True,11,0.014820098876953125,5,32,32,15,17,11,1,5
sokoban_core/levels/letslogic_solved/0230_alberto_garc_a_plus_2.txt#98,optimal_mix,True,186,0.08098578453063965,18,325,325,122,203,202,1,0
sokoban_core/levels/letslogic_solved/0226_revenge_26.txt#42,optimal_mix,True,46941,25.30671501159668,51,87905,87726,39906,47820,45878,2,1940
